"name","count"
"really",220
"professor",214
"will",188
"just",175
"one",173
"take",170
"get",161
"students",158
"course",157
"can",156
"like",135
"good",131
"even",129
"time",126
"much",124
"also",118
"material",115
"lectures",113
"lot",104
"know",103
"final",102
"great",101
"well",101
"first",100
"interesting",100
"questions",100
"grade",94
"easy",88
"pretty",87
"semester",87
"think",82
"work",82
"hours",81
"reading",78
"read",77
"classes",76
"people",75
"learn",71
"teacher",71
"want",71
