"name","count"
"art",11
"discussions",8
"hum",5
"idea",5
"white",5
"architecture",4
"english",4
"enjoy",4
"instead",4
"intelligent",4
"lack",4
"skills",4
"works",4
"yumi",4
"yumis",4
"critics",3
"friends",3
"grader",3
"guest",3
"hear",3
"important",3
"information",3
"instructors",3
"lit",3
"nothing",3
"participation",3
"projects",3
"seemed",3
"short",3
"stopped",3
"studied",3
"studio",3
"waste",3
"woman",3
"admittedly",2
"ask",2
"away",2
"believe",2
"ben",2
"call",2
