"name","count"
"answer",101
"math",100
"half",98
"part",97
"textbook",97
"especially",93
"music",93
"grades",92
"see",92
"ask",91
"different",91
"fact",91
"least",91
"usually",91
"art",90
"rather",90
"section",90
"might",89
"amazing",88
"funny",88
"hum",88
"points",88
"question",88
"last",87
"year",87
"engaging",85
"science",85
"clearly",84
"gives",84
"knowledge",84
"stuff",84
"willing",84
"books",83
"highly",83
"thing",83
"incredibly",82
"kind",82
"concepts",81
"man",81
"topics",81
